"ticker","rsi","rs","price","price_change","price_change_ratio","price_change_ratio_1m","id","title","source","publish_date"
"AAS","45.2","16","8400","0","0","-0.023","11222001","AAS: Ký hợp đồng kiểm toán thực hiện soát xét báo cáo tài chính 6 tháng đầu năm 2024 và kiểm toán báo cáo tài chính năm 2024","TCBS","2024-06-19 15:00:00"
"AAS","58.1","56","8600","-100","-0.011","0.049","11194258","AAS: Thay đổi người công bố thông tin","TCBS","2024-05-23 16:06:00"
"AAS","50.1","45","8600","100","0.012","0.049","11190067","AAS: Quyết định số 28986/QĐ-CTHN-TTKT2-XPVPHC của Chi Cục thuế TP Hà Nội về việc xử phạt vi phạm hành chính về thuế.","TCBS","2024-05-20 17:44:00"
"AAS","34.9","34","8200","100","0.012","-0.128","11172428","AAS: Báo cáo tài chính quý 1/2024","TCBS","2024-05-03 17:07:00"
"AAS","40.3","50","8200","-500","-0.057","-0.079","11156139","AAS: Nghị quyết Hội đồng quản trị","TCBS","2024-04-16 16:49:00"
"AAS","45","40","8800","-100","-0.011","-0.022","11150456","AAS: Báo cáo thường niên 2023","TCBS","2024-04-11 15:42:00"
"AAS","45","36","8900","0","0","-0.011","11147073","AAS: Báo cáo tài chính Năm (Kỳ báo cáo từ 01/01/2023 đến 31/12/2023) năm 2023","TCBS","2024-04-09 10:25:00"
"AAS","59.8","61","9200","-200","-0.021","0","11142052","AAS: Báo cáo tài chính năm 2023","TCBS","2024-04-04 15:50:00"
"AAS","57","63","9400","300","0.033","0.093","11130988","AAS: Nghị quyết Đại hội đồng cổ đông thường niên năm 2024","TCBS","2024-03-27 16:41:00"
"AAS","51.6","47","8600","200","0.024","0.049","11099373","AAS: Tài liệu họp Đại hội đồng cổ đông","TCBS","2024-02-27 16:07:00"
"AAS","35.5","36","8200","100","0.012","-0.057","11075075","AAS: Thay đổi nhân sự","TCBS","2024-02-06 14:13:00"
"AAT","35.5","","3830","-90","-0.023","-0.077","11272292","AAT:  Báo cáo tình hình quản trị công ty 6 tháng đầu năm 2024","TCBS","2024-07-29 16:23:00"
"AAT","38.6","","3990","-20","-0.005","-0.036","11266244","AAT:  Đính chính báo cáo về thay đổi SHCĐ lớn Nguyễn Thị Hoa","TCBS","2024-07-23 17:49:00"
"AAT","38.6","","3990","-20","-0.005","-0.036","11266245","AAT:  Giấy xác nhận thay đổi nội dung đăng ký doanh nghiệp","TCBS","2024-07-23 17:48:00"
"AAT","29","","3880","-120","-0.03","-0.076","11261019","AAT:  Báo cáo về ngày trở thành cổ đông lớn Nguyễn Thị Hoa","TCBS","2024-07-18 16:09:00"
"AAT","29","","3880","-120","-0.03","-0.076","11261021","AAT:  Báo cáo về ngày không còn là cổ đông lớn Nguyễn Thị Hoa","TCBS","2024-07-18 16:07:00"
